Symbol,Name, LastSale , MarketCap ,IPOyear,Sector,Industry,StockUrl
PVBC,"Provident Bancorp, Inc.",$23.75 , $228.68M ,2015,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pvbc
PROV,"Provident Financial Holdings, Inc.",$18.11 , $135.42M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/prov
PBIP,"Prudential Bancorp, Inc.",$17.15 , $154.03M ,n/a,Finance,Banks,https://www.nasdaq.com/symbol/pbip
PSDV,pSivida Corp.,$1.06 , $47.97M ,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/psdv
PMD,Psychemedics Corporation,$20.50 , $112.59M ,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/pmd
PTC,PTC Inc.,$69.25 , $8.05B ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ptc
PTCT,"PTC Therapeutics, Inc.",$23.42 , $971.69M ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptct
PULM,"Pulmatrix, Inc.",$1.45 , $30.52M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pulm
PLSE,"Pulse Biosciences, Inc",$17.53 , $286.46M ,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/plse
PBYI,Puma Biotechnology Inc,$61.65 , $2.31B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pbyi
PCYO,Pure Cycle Corporation,$7.95 , $188.85M ,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/pcyo
PRPL,"Purple Innovation, Inc.",$10.90 , $174.29M ,2015,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/prpl
PRPLW,"Purple Innovation, Inc.",$0.99 , n/a ,2015,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/prplw
PXS,Pyxis Tankers Inc.,$1.28 , $26.72M ,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/pxs
QADA,QAD Inc.,$41.75 , $803.5M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qada
QADB,QAD Inc.,$31.30 , $602.38M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qadb
QCRH,"QCR Holdings, Inc.",$43.75 , $608.92M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/qcrh
QGEN,Qiagen N.V.,$32.01 , $7.25B ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/qgen
QIWI,QIWI plc,$15.67 , $949.56M ,2013,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/qiwi
QRVO,"Qorvo, Inc.",$79.35 , $10.04B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,$65.70 , $97.26B ,1991,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/qcom
QSII,"Quality Systems, Inc.",$12.55 , $799.61M ,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,$11.05 , $22.56M ,2000,Technology,Electronic Components,https://www.nasdaq.com/symbol/qbak
QLYS,"Qualys, Inc.",$67.30 , $2.55B ,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qlys
QTNA,"Quantenna Communications, Inc.",$13.32 , $469.14M ,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/qtna
QTRX,Quanterix Corporation,$20.67 , $437.78M ,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/qtrx
QTRH,Quarterhill Inc.,$1.61 , $191.04M ,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/qtrh
QRHC,Quest Resource Holding Corporation.,$2.28 , $34.84M ,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,$1.98 , $158.75M ,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,$44.31 , $1.51B ,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/qdel
QNST,"QuinStreet, Inc.",$12.77 , $590.41M ,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,$1.80 , $16.9M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qumu
QTNT,Quotient Limited,$3.90 , $177.79M ,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/qtnt
RRD,R.R. Donnelley & Sons Company,$6.78 , $475.28M ,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/rrd
RCM,R1 RCM Inc.,$4.66 , $508.57M ,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/rcm
RARX,"Ra Pharmaceuticals, Inc.",$6.54 , $147.98M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rarx
RADA,RADA Electronic Industries Ltd.,$1.93 , $57.87M ,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,$19.90 , $266.24M ,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/rdcm
RSYS,RadiSys Corporation,$0.81 , $31.71M ,1995,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/rsys
RDUS,"Radius Health, Inc.",$37.83 , $1.69B ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdus
RDNT,"RadNet, Inc.",$10.15 , $483.38M ,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,$21.01 , $907.4M ,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rdwr
METC,"Ramaco Resources, Inc.",$7.01 , $277.31M ,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/metc
RMBS,"Rambus, Inc.",$12.17 , $1.34B ,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,$2.64 , $16.69M ,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/rand
GOLD,Randgold Resources Limited,$85.11 , $8.01B ,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gold
RNDB,"Randolph Bancorp, Inc.",$15.59 , $91.49M ,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/rndb
RPD,"Rapid7, Inc.",$23.36 , $1.03B ,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rpd
RAVE,"Rave Restaurant Group, Inc.",$1.72 , $25.62M ,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/rave
RAVN,"Raven Industries, Inc.",$34.60 , $1.24B ,n/a,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ravn
RBB,RBB Bancorp,$25.99 , $410.68M ,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/rbb
ROLL,RBC Bearings Incorporated,$118.45 , $2.88B ,2005,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/roll
RICK,"RCI Hospitality Holdings, Inc.",$27.28 , $265.13M ,1995,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/rick
RCMT,"RCM Technologies, Inc.",$6.33 , $76.03M ,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/rcmt
RDI,Reading International Inc,$16.09 , $367.91M ,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,$27.66 , $621.87M ,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rdib
RGSE,"Real Goods Solar, Inc.",$1.21 , $10.83M ,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/rgse
BLCN,Reality Shares Nasdaq NextGen Economy ETF,$22.85 , $101.11M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/blcn
RNWK,"RealNetworks, Inc.",$2.95 , $110.04M ,1997,Technology,EDP Services,https://www.nasdaq.com/symbol/rnwk
RP,"RealPage, Inc.",$47.70 , $3.95B ,2010,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/rp
RETA,"Reata Pharmaceuticals, Inc.",$25.77 , n/a ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reta
RCON,"Recon Technology, Ltd.",$1.29 , $18.95M ,2009,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/rcon
REPH,"Recro Pharma, Inc.",$8.21 , $157.04M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/reph
RRGB,"Red Robin Gourmet Burgers, Inc.",$53.15 , $687.55M ,2002,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/rrgb
RRR,"Red Rock Resorts, Inc.",$31.32 , $3.64B ,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/rrr
RDFN,Redfin Corporation,$22.00 , $1.79B ,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,$5.82 , $123.81M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdhl
REGN,"Regeneron Pharmaceuticals, Inc.",$324.57 , $34.96B ,1991,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,$26.60 , $828.46M ,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,$1.24 , $128.9M ,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rgls
REIS,"Reis, Inc",$17.70 , $202.99M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/reis
RBNC,"Reliant Bancorp, Inc.",$23.75 , $283.87M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rbnc
RELV,"Reliv'; International, Inc.",$5.35 , $9.87M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/relv
MARK,"Remark Holdings, Inc.",$8.02 , $219.13M ,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,$41.72 , $2.06B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/rnst
REGI,"Renewable Energy Group, Inc.",$10.85 , $421.33M ,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/regi
ABAC,"Renmin Tianli Group, Inc.",$2.45 , $19.56M ,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/abac
RCII,Rent-A-Center Inc.,$9.25 , $493.13M ,1995,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/rcii
RGEN,Repligen Corporation,$32.32 , $1.41B ,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/rgen
RBCAA,"Republic Bancorp, Inc.",$37.69 , $786.23M ,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/rbcaa
FRBK,"Republic First Bancorp, Inc.",$8.15 , $464.47M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/frbk
REFR,Research Frontiers Incorporated,$0.90 , $21.69M ,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/refr
RSLS,ReShape Lifesciences Inc.,$1.38 , $41.34M ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rsls
RESN,Resonant Inc.,$4.75 , $91.42M ,2014,Technology,Semiconductors,https://www.nasdaq.com/symbol/resn
RECN,"Resources Connection, Inc.",$15.00 , $470.62M ,2000,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/recn
HAIR,"Restoration Robotics, Inc.",$4.50 , $130.19M ,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/hair
TORC,"resTORbio, Inc.",$18.25 , $496.33M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/torc
ROIC,Retail Opportunity Investments Corp.,$17.13 , $1.92B ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/roic
RETO,"ReTo Eco-Solutions, Inc.",$7.49 , $167.33M ,2017,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/reto
RTRX,"Retrophin, Inc.",$21.74 , $854.53M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rtrx
RVNC,"Revance Therapeutics, Inc.",$30.75 , $1.12B ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rvnc
RVEN,"Reven Housing REIT, Inc.",$4.79 , $51.43M ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rven
RVLT,"Revolution Lighting Technologies, Inc.",$3.85 , $85.94M ,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,$1.08 , $23.72M ,2014,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rwlk
REXX,Rex Energy Corporation,$1.06 , $10.53M ,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rexx
RFIL,"RF Industries, Ltd.",$3.25 , $28.83M ,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,$23.20 , $168.51M ,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/rgco
RYTM,"Rhythm Pharmaceuticals, Inc.",$25.14 , $685.92M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rytm
RBBN,Ribbon Communications Inc. ,$6.83 , $700.59M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rbbn
RIBT,RiceBran Technologies,$1.42 , $23.98M ,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,$0.10 , n/a ,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ribtw
RELL,"Richardson Electronics, Ltd.",$8.01 , $103.54M ,1983,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/rell
RIGL,"Rigel Pharmaceuticals, Inc.",$3.67 , $537.62M ,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rigl
RNET,"RigNet, Inc.",$14.00 , $255.15M ,2010,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/rnet
RMNI,"Rimini Street, Inc.",$8.42 , $493.25M ,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmni
RIOT,"Riot Blockchain, Inc",$16.06 , $155.14M ,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/riot
REDU,RISE Education Cayman Ltd,$16.00 , $880M ,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/redu
RTTR,"Ritter Pharmaceuticals, Inc.",$0.30 , $14.94M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,$9.12 , $205.83M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/rvsb
RLJE,"RLJ Entertainment, Inc.",$3.75 , $52.77M ,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,$0.84 , $9.41M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rmgn
ROBO,ROBO Global Robotics and Automation Index ETF,$41.45 , $190.67M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo
RCKT,"Rocket Pharmaceuticals, Inc.",$17.85 , $30.37M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rckt
RMTI,"Rockwell Medical, Inc.",$5.48 , $283.65M ,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/rmti
RCKY,"Rocky Brands, Inc.",$16.70 , $123.49M ,1993,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/rcky
RMCF,"Rocky Mountain Chocolate Factory, Inc.",$12.48 , $73.67M ,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/rmcf
ROKU,"Roku, Inc.",$43.02 , $4.21B ,2017,Consumer Services,Television Services,https://www.nasdaq.com/symbol/roku
ROSE,Rosehill Resources Inc.,$7.59 , $272.6M ,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,$11.26 , n/a ,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,$0.94 , n/a ,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rosew
ROSG,Rosetta Genomics Ltd.,$0.56 , $3.3M ,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rosg
ROST,"Ross Stores, Inc.",$77.82 , $29.74B ,1985,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rost
RGLD,"Royal Gold, Inc.",$82.74 , $5.42B ,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,$12.62 , $625.02M ,2011,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/rpxc
RTIX,"RTI Surgical, Inc.",$4.50 , $273.75M ,2000,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/rtix
RBCN,"Rubicon Technology, Inc.",$7.20 , $19.68M ,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/rbcn
RMBL,"RumbleOn, Inc.",$3.82 , $49.39M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/rmbl
RUSHA,"Rush Enterprises, Inc.",$48.51 , $1.93B ,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rusha
RUSHB,"Rush Enterprises, Inc.",$44.65 , $1.78B ,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/rushb
RUTH,"Ruth';s Hospitality Group, Inc.",$23.05 , $720.96M ,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,$3.10 ,"$734,616.30 ",n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxii
RXIIW,RXi Pharmaceuticals Corporation,$0.62 , n/a ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rxiiw
RYAAY,Ryanair Holdings plc,$119.00 , $28.15B ,1997,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ryaay
STBA,"S&T Bancorp, Inc.",$39.17 , $1.37B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,$3.80 , n/a ,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,$9.88 , $308.69M ,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,$10.52 , n/a ,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,$1.12 , n/a ,2016,Finance,Business Services,https://www.nasdaq.com/symbol/scacw
SBRA,"Sabra Health Care REIT, Inc.",$16.80 , $2.99B ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbra
SBRAP,"Sabra Health Care REIT, Inc.",$25.34 , $145.71M ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,$19.13 , $5.26B ,2014,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/sabr
SAEX,"SAExploration Holdings, Inc.",$1.66 , $16.99M ,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/saex
SAFT,"Safety Insurance Group, Inc.",$73.10 , $1.11B ,2002,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/saft
SAGE,"Sage Therapeutics, Inc.",$160.10 , $6.72B ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sage
SAIA,"Saia, Inc.",$71.50 , $1.82B ,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/saia
SALM,"Salem Media Group, Inc.",$4.63 , $121.01M ,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/salm
SAL,"Salisbury Bancorp, Inc.",$45.50 , $126.76M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/sal
SAFM,"Sanderson Farms, Inc.",$127.69 , $2.92B ,1987,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/safm
SASR,"Sandy Spring Bancorp, Inc.",$37.09 , $1.29B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sasr
SGMO,"Sangamo Therapeutics, Inc.",$20.55 , $1.74B ,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,$26.05 , $1.86B ,1993,Technology,Electrical Products,https://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,$0.40 , n/a ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,$9.81 , $482.8M ,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/spns
SRPT,"Sarepta Therapeutics, Inc.",$58.87 , $3.8B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/srpt
SVRA,"Savara, Inc.",$12.50 , $381.26M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/svra
SBFG,"SB Financial Group, Inc.",$18.39 , $88.11M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfg
SBFGP,"SB Financial Group, Inc.",$18.00 , n/a ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,$161.42 , $18.97B ,1999,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sbac
SCSC,"ScanSource, Inc.",$32.65 , $834.9M ,n/a,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/scsc
SMIT,"Schmitt Industries, Inc.",$2.60 , $10.39M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/smit
SCHN,"Schnitzer Steel Industries, Inc.",$34.20 , $930.35M ,1993,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,$36.99 , $1.29B ,1992,Consumer Services,Books,https://www.nasdaq.com/symbol/schl
SGMS,Scientific Games Corp,$42.95 , $3.85B ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/sgms
SCPH,scPharmaceuticals Inc.,$12.46 , $219.42M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scph
SNI,"Scripps Networks Interactive, Inc",$87.50 , $11.37B ,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sni
SCYX,"SCYNEXIS, Inc.",$1.78 , $50.83M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/scyx
SEAC,"SeaChange International, Inc.",$3.20 , $113.61M ,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,$24.66 , $1.16B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,$49.63 , $14.14B ,2002,Technology,Electronic Components,https://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,$1.03 , $37.9M ,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,$0.19 , n/a ,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/shipw
SHLD,Sears Holdings Corporation,$2.27 , $244.28M ,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,$0.33 , n/a ,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shldw
SHOS,"Sears Hometown and Outlet Stores, Inc.",$2.15 , $48.81M ,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,$10.16 , $136.44M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/spne
SGEN,"Seattle Genetics, Inc.",$52.15 , $7.53B ,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/sgen
EYES,"Second Sight Medical Products, Inc.",$1.64 , $93.16M ,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",$0.65 , n/a ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyesw
SECO,Secoo Holding Limited,$13.40 , $687.14M ,2017,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/seco
SCWX,SecureWorks Corp.,$9.80 , $794.56M ,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,$4.60 , $79.77M ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,$71.35 , $11.21B ,1981,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seic
SLCT,"Select Bancorp, Inc.",$13.20 , $185.78M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/slct
SIR,Select Income REIT,$20.11 , $1.8B ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sir
SELB,"Selecta Biosciences, Inc.",$8.63 , $192.76M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/selb
SIGI,"Selective Insurance Group, Inc.",$57.35 , $3.35B ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sigi
SLS,"SELLAS Life Sciences Group, Inc. ",$5.47 , $31.54M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/sls
LEDS,SemiLEDS Corporation,$4.20 , $14.88M ,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,$32.50 , $2.16B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,$28.85 , $280.97M ,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,$31.00 , $301.91M ,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/seneb
SNES,"SenesTech, Inc.",$0.65 , $6.8M ,2016,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,$16.12 , $3.83B ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,$24.02 , n/a ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,$26.07 , n/a ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snhnl
