Symbol,Name, LastSale , MarketCap ,IPOyear,Sector,Industry,StockUrl
NEWTL,Newtek Business Services Corp.,$25.49 , n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtl
NEWTZ,Newtek Business Services Corp.,$26.19 , n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/newtz
NXEO,"Nexeo Solutions, Inc.",$9.20 , $825.62M ,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeo
NXEOU,"Nexeo Solutions, Inc.",$9.90 , n/a ,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeou
NXEOW,"Nexeo Solutions, Inc.",$0.66 , n/a ,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/nxeow
NXST,"Nexstar Media Group, Inc.",$74.50 , $3.39B ,2003,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/nxst
NEXT,NextDecade Corporation,$6.18 , $656.78M ,2015,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/next
NEXTW,NextDecade Corporation,$0.43 , n/a ,2015,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/nextw
NFEC,NF Energy Saving Corporation,$0.92 , $6.51M ,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nfec
NODK,"NI Holdings, Inc.",$16.18 , $361.03M ,2017,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nodk
EGOV,NIC Inc.,$13.50 , $894.66M ,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/egov
NICE,NICE Ltd,$88.31 , $5.38B ,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/nice
NICK,"Nicholas Financial, Inc.",$8.97 , $70.73M ,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/nick
NCBS,Nicolet Bankshares Inc.,$54.31 , $533.22M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ncbs
NITE,Nightstar Therapeutics plc,$13.30 , $373.74M ,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nite
NIHD,"NII Holdings, Inc.",$0.57 , $57.29M ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/nihd
NMIH,NMI Holdings Inc,$18.50 , $1.11B ,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/nmih
NNBR,"NN, Inc.",$25.45 , $701.74M ,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/nnbr
NDLS,Noodles & Company,$6.00 , $246.71M ,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ndls
NDSN,Nordson Corporation,$137.27 , $7.94B ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ndsn
NSYS,Nortech Systems Incorporated,$3.44 , $9.42M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/nsys
NBN,Northeast Bancorp,$21.45 , $191.49M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nbn
NTIC,Northern Technologies International Corporation,$22.15 , $100.5M ,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/ntic
NTRS,Northern Trust Corporation,$99.35 , $22.59B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrs
NTRSP,Northern Trust Corporation,$26.26 , $420.16M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ntrsp
NFBK,"Northfield Bancorp, Inc.",$15.80 , $772.3M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nfbk
NRIM,Northrim BanCorp Inc,$34.05 , $233.36M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/nrim
NWBI,"Northwest Bancshares, Inc.",$16.68 , $1.71B ,2009,Finance,Major Banks,https://www.nasdaq.com/symbol/nwbi
NWPX,Northwest Pipe Company,$17.97 , $172.87M ,1995,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nwpx
NCLH,Norwegian Cruise Line Holdings Ltd.,$57.50 , $13.14B ,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh
NWFL,Norwood Financial Corp.,$30.31 , $189.54M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/nwfl
NVFY,"Nova Lifestyle, Inc",$2.11 , $57.78M ,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/nvfy
NVMI,Nova Measuring Instruments Ltd.,$25.33 , $696.34M ,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/nvmi
NOVN,"Novan, Inc.",$3.24 , $84.21M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/novn
NOVT,Novanta Inc.,$50.65 , $1.75B ,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/novt
NVAX,"Novavax, Inc.",$1.99 , $747.04M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/nvax
NVLN,Novelion Therapeutics Inc. ,$4.27 , $79.24M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvln
NVCR,NovoCure Limited,$20.55 , $1.84B ,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvcr
NVMM,"Novume Solutions, Inc.",$3.50 , $50.08M ,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/nvmm
NVUS,"Novus Therapeutics, Inc.",$3.17 , $22.46M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvus
NUAN,"Nuance Communications, Inc.",$16.11 , $4.73B ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/nuan
NCNA,NuCana plc,$20.01 , $617.94M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ncna
NTNX,"Nutanix, Inc.",$33.19 , $5.32B ,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ntnx
NTRI,NutriSystem Inc,$41.55 , $1.25B ,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ntri
NUVA,"NuVasive, Inc.",$46.54 , $2.37B ,2004,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nuva
NVTR,Nuvectra Corporation,$8.91 , $125.61M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvtr
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund,$23.50 , $860.37M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqqx
NVEE,"NV5 Global, Inc.",$43.15 , $465.4M ,2013,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/nvee
NVEC,NVE Corporation,$73.20 , $354.44M ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvec
NVDA,NVIDIA Corporation,$232.63 , $140.97B ,1999,Technology,Semiconductors,https://www.nasdaq.com/symbol/nvda
NXPI,NXP Semiconductors N.V.,$116.20 , $39.4B ,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/nxpi
NXTM,"NxStage Medical, Inc.",$23.01 , $1.52B ,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/nxtm
NXTD,NXT-ID Inc.,$2.11 , $47.91M ,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtd
NXTDW,NXT-ID Inc.,$0.38 , n/a ,n/a,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/nxtdw
NYMX,Nymox Pharmaceutical Corporation,$3.28 , $178.44M ,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/nymx
OIIM,O2Micro International Limited,$1.42 , $36.48M ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oiim
OVLY,Oak Valley Bancorp (CA),$21.80 , $176.55M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ovly
OCSL,Oaktree Specialty Lending Corporation,$4.47 , $630.09M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsl
OCSLL,Oaktree Specialty Lending Corporation,$24.70 , n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsll
OCSI,Oaktree Strategic Income Corporation,$7.74 , $228.07M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ocsi
OASM,Oasmia Pharmaceutical AB,$1.48 , $86.79M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oasm
OBLN,"Obalon Therapeutics, Inc.",$4.20 , $73.26M ,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/obln
OBSV,ObsEva SA,$11.87 , $440.75M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/obsv
OBCI,"Ocean Bio-Chem, Inc.",$3.90 , $36.05M ,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/obci
OPTT,"Ocean Power Technologies, Inc.",$1.14 , $20.82M ,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/optt
ORIG,Ocean Rig UDW Inc.,$24.19 , $2.21B ,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/orig
OCFC,OceanFirst Financial Corp.,$26.12 , $1.28B ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ocfc
OCLR,"Oclaro, Inc.",$6.60 , $1.12B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/oclr
OFED,Oconee Federal Financial Corp.,$29.65 , $170.67M ,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ofed
OCUL,"Ocular Therapeutix, Inc.",$5.05 , $149.77M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ocul
ODT,"Odonate Therapeutics, Inc.",$18.06 , $485.64M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/odt
OMEX,"Odyssey Marine Exploration, Inc.",$3.97 , $33.3M ,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/omex
ODP,"Office Depot, Inc.",$3.09 , $1.73B ,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/odp
OFS,OFS Capital Corporation,$11.51 , $153.48M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ofs
OHAI,OHA Investment Corporation,$1.24 , $25.01M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ohai
OVBC,Ohio Valley Banc Corp.,$39.95 , $187.86M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ovbc
OHRP,"Ohr Pharmaceuticals, Inc.",$0.32 , $17.83M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ohrp
OKTA,"Okta, Inc.",$31.57 , $3.22B ,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/okta
ODFL,"Old Dominion Freight Line, Inc.",$135.60 , $11.17B ,1991,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/odfl
OLBK,"Old Line Bancshares, Inc.",$31.40 , $392.76M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/olbk
ONB,Old National Bancorp,$17.20 , $2.62B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/onb
OPOF,Old Point Financial Corporation,$25.47 , $127.85M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/opof
OSBC,"Old Second Bancorp, Inc.",$13.65 , $404.41M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/osbc
OSBCP,"Old Second Bancorp, Inc.",$10.33 , n/a ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/osbcp
OLLI,"Ollie';s Bargain Outlet Holdings, Inc.",$54.80 , $3.38B ,2015,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/olli
ZEUS,"Olympic Steel, Inc.",$23.35 , $256.19M ,1994,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/zeus
OFLX,"Omega Flex, Inc.",$55.02 , $555.25M ,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/oflx
OMER,Omeros Corporation,$13.65 , $655.25M ,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/omer
OMNT,"Ominto, Inc.",$3.29 , $56.86M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/omnt
OMCL,"Omnicell, Inc.",$42.00 , $1.59B ,2001,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/omcl
ON,ON Semiconductor Corporation,$21.76 , $9.23B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/on
OTIV,On Track Innovations Ltd,$1.04 , $42.57M ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/otiv
ONS,"Oncobiologics, Inc.",$1.15 , $29.36M ,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ons
ONSIW,"Oncobiologics, Inc.",$0.04 , n/a ,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/onsiw
ONSIZ,"Oncobiologics, Inc.",$0.03 , n/a ,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/onsiz
OMED,"OncoMed Pharmaceuticals, Inc.",$2.06 , $77.98M ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/omed
ONTX,"Onconova Therapeutics, Inc.",$1.09 , $11.74M ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontx
ONTXW,"Onconova Therapeutics, Inc.",$0.30 , n/a ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontxw
ONCS,OncoSec Medical Incorporated,$1.88 , $95.6M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oncs
OHGI,"One Horizon Group, Inc.",$1.11 , $33.02M ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ohgi
OSS,"One Stop Systems, Inc.",$4.70 , $58.06M ,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/oss
OTEX,Open Text Corporation,$34.70 , $9.22B ,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/otex
OPGN,"OpGen, Inc.",$2.08 , $10.62M ,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgn
OPGNW,"OpGen, Inc.",$0.42 , n/a ,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgnw
OPHT,Ophthotech Corporation,$2.76 , $99.47M ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/opht
OPNT,"Opiant Pharmaceuticals, Inc.",$24.79 , $51.26M ,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/opnt
OPK,"Opko Health, Inc.",$3.90 , $2.18B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/opk
OBAS,Optibase Ltd.,$7.42 , $38.55M ,1999,Finance,Real Estate,https://www.nasdaq.com/symbol/obas
OCC,Optical Cable Corporation,$2.40 , $17.53M ,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/occ
OPHC,"OptimumBank Holdings, Inc.",$4.13 , $4.56M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ophc
OPTN,"OptiNose, Inc.",$16.90 , $639.12M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/optn
OPB,Opus Bank,$27.60 , $990.96M ,2014,n/a,n/a,https://www.nasdaq.com/symbol/opb
ORMP,Oramed Pharmaceuticals Inc.,$7.70 , $110.66M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",$17.28 , $1.05B ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/osur
ORBC,ORBCOMM Inc.,$10.47 , $777.85M ,2006,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/orbc
ORBK,Orbotech Ltd.,$47.63 , $2.29B ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/orbk
ORLY,"O';Reilly Automotive, Inc.",$245.31 , $20.68B ,1993,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/orly
OREX,"Orexigen Therapeutics, Inc.",$0.92 , $17.24M ,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orex
ONVO,"Organovo Holdings, Inc.",$1.09 , $120.81M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/onvo
SEED,Origin Agritech Limited,$1.00 , $23.45M ,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/seed
OACQ,Origo Acquisition Corporation,$10.68 , $21.94M ,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/oacq
OACQR,Origo Acquisition Corporation,$0.40 , n/a ,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/oacqr
OACQU,Origo Acquisition Corporation,$11.01 , n/a ,2014,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/oacqu
OACQW,Origo Acquisition Corporation,$0.28 , n/a ,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/oacqw
OESX,"Orion Energy Systems, Inc.",$0.81 , $23.43M ,2015,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/oesx
ORIT,Oritani Financial Corp.,$15.75 , $729.56M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/orit
ORRF,Orrstown Financial Services Inc,$25.35 , $211.62M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/orrf
OFIX,Orthofix International N.V.,$52.07 , $949.31M ,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ofix
KIDS,OrthoPediatrics Corp.,$17.27 , $219.29M ,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/kids
OSIS,"OSI Systems, Inc.",$59.78 , $1.14B ,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/osis
OSPR,Osprey Energy Acquisition Corp.,$9.63 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ospr
OSPRU,Osprey Energy Acquisition Corp.,$10.05 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ospru
OSPRW,Osprey Energy Acquisition Corp.,$0.76 , n/a ,2017,Finance,Business Services,https://www.nasdaq.com/symbol/osprw
OSN,"Ossen Innovation Co., Ltd.",$3.11 , $20.52M ,2010,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/osn
OTEL,Otelco Inc.,$16.70 , $55.89M ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/otel
OTIC,"Otonomy, Inc.",$5.70 , $172.92M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/otic
OTTW,"Ottawa Bancorp, Inc.",$13.84 , $47.77M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ottw
OTTR,Otter Tail Corporation,$41.65 , $1.65B ,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ottr
OVAS,OvaScience Inc.,$0.98 , $35M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ovas
OSTK,"Overstock.com, Inc.",$56.65 , $1.63B ,2002,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ostk
OVID,Ovid Therapeutics Inc.,$6.90 , $169.64M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ovid
OXBR,Oxbridge Re Holdings Limited,$2.45 , $14.05M ,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbr
OXBRW,Oxbridge Re Holdings Limited,$0.09 , n/a ,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbrw
OXFD,Oxford Immunotec Global PLC,$11.51 , $295.29M ,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/oxfd
OXLC,Oxford Lane Capital Corp.,$10.19 , $256.91M ,2011,n/a,n/a,https://www.nasdaq.com/symbol/oxlc
OXLCM,Oxford Lane Capital Corp.,$25.30 , n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxlcm
OXLCO,Oxford Lane Capital Corp.,$25.33 , n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxlco
PFIN,"P & F Industries, Inc.",$7.17 , $25.84M ,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pfin
PTSI,"P.A.M. Transportation Services, Inc.",$36.60 , $230.69M ,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ptsi
PCAR,PACCAR Inc.,$68.14 , $23.96B ,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/pcar
PACB,"Pacific Biosciences of California, Inc.",$2.47 , $287.2M ,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pacb
PEIX,"Pacific Ethanol, Inc.",$3.80 , $167.09M ,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/peix
PMBC,Pacific Mercantile Bancorp,$8.35 , $193.63M ,2000,Finance,Major Banks,https://www.nasdaq.com/symbol/pmbc
PPBI,Pacific Premier Bancorp Inc,$40.80 , $1.89B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ppbi
PCRX,"Pacira Pharmaceuticals, Inc.",$35.90 , $1.46B ,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pcrx
PACW,PacWest Bancorp,$52.30 , $6.74B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pacw
PTIE,"Pain Therapeutics, Inc.",$6.19 , $40.83M ,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptie
PAAS,Pan American Silver Corp.,$15.86 , $2.43B ,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/paas
PANL,Pangaea Logistics Solutions Ltd.,$2.15 , $94.16M ,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/panl
PZZA,"Papa John';s International, Inc.",$57.50 , $2.01B ,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/pzza
FRSH,"Papa Murphy';s Holdings, Inc.",$4.91 , $83.3M ,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frsh
PRTK,"Paratek Pharmaceuticals, Inc. ",$13.60 , $381.38M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prtk
PCYG,"Park City Group, Inc.",$10.70 , $210.13M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/pcyg
PKBK,"Parke Bancorp, Inc.",$20.50 , $157.28M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pkbk
PRKR,"ParkerVision, Inc.",$0.85 , $16.74M ,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/prkr
PKOH,Park-Ohio Holdings Corp.,$40.60 , $508.74M ,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/pkoh
PTNR,Partner Communications Company Ltd.,$5.10 , $866.02M ,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ptnr
PBHC,"Pathfinder Bancorp, Inc.",$15.26 , $65.32M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pbhc
PATK,"Patrick Industries, Inc.",$62.75 , $1.58B ,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/patk
PNBK,Patriot National Bancorp Inc.,$20.00 , $77.99M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pnbk
